visualization_filename, serialization
('BPIC15_3_rev/process_tree_case_size_betwee_20_and_22_noise_20.svg', "->( +( 'Record submission date request', X( tau, 'Document date termination request received' ), 'Period application received', ->( +( X( tau, *( 'Log senddate procedure confirmation', tau ) ), ->( X( tau, 'OLO messaging ongoing' ), +( X( tau, 'Terminate on request' ), ->( *( ->( X( tau, 'Register date of publishing received request', 'Reception through OLO system' ), +( X( tau, 'Applicant is involved' ), ->( *( 'Issue confirmation receipt', tau ), X( tau, 'Log senddate acknowledgement' ), X( tau, +( 'Direct to the competent authority', ->( X( tau, 'Inform BAG administrator' ), +( 'Normal procedure without MER', ->( X( tau, 'Environmental Report needed' ), +( X( tau, 'Activities for regular procedure' ), ->( X( tau, ->( X( tau, 'Phased application' ), 'Create procedure confirmation', 'Announce', 'Create subcases completeness' ) ), +( X( tau, 'Start WABOprocedure' ), ->( +( X( tau, 'Record senddate retrieve missing data' ), ->( X( tau, 'Send procedure confirmation' ), X( tau, ->( X( tau, ->( 'Process subcases completeness', 'Subcases completeness done' ) ), X( ->( 'WAW permit element', 'Standard procedure enforced' ), 'Update procedure' ), 'Fulfill request', 'Period for supplying missing data' ) ) ) ), X( tau, ->( 'Create letter to request missing data', 'View field phased application' ) ) ) ) ) ) ) ) ) ) ) ) ), X( tau, 'Fetch missing data' ), X( tau, 'Extend procedure period', 'Phase requested more information' ) ), tau ), X( tau, ->( 'Competent authority action', 'Generate terminate request message' ), ->( 'Creating extension term decision procedure', 'Record number of days extension period', 'Extension term for decision procedure', 'log objection term', 'Copy decision for extension procedure to stakeholders', 'Log termination decision date' ) ) ) ) ) ), X( tau, ->( X( tau, 'View publication date field' ), 'Procedure phase terminated prematurely', X( tau, 'Phase case processed' ), 'Phase procedure terminated', X( tau, ->( 'Register date publication', 'Close the file' ) ), +( 'Message to terminate request', 'Halt all running subcases 2b' ) ) ) ) ), X( tau, ->( 'Draft termination decision on request', 'Enact termination decision on request' ), ->( 'Gain additional information', 'Register receipt of additional data', 'Resume completeness of subcases' ), ->( X( tau, 'Phase case archived' ), 'Log senddate for termination request', 'Document deadline' ), ->( 'Decision date before final decision', 'log decision date of no permit required', 'generate no permit required decision', 'no permit needed for phase activity', *( 'record senddate letter no permit required', 'draft a notice indicating no permit is required' ) ) ) )")
('BPIC15_3_rev/process_tree_case_size_betwee_20_and_22_noise_30.svg', "->( +( 'Record submission date request', X( tau, 'Document date termination request received' ), 'Period application received', ->( +( X( tau, *( 'Log senddate procedure confirmation', tau ) ), ->( 'OLO messaging ongoing', +( X( tau, 'Terminate on request' ), ->( *( ->( X( tau, 'Register date of publishing received request', 'Reception through OLO system' ), +( X( tau, 'Applicant is involved' ), ->( *( 'Issue confirmation receipt', tau ), X( tau, 'Log senddate acknowledgement' ), X( tau, +( 'Direct to the competent authority', ->( 'Normal procedure without MER', X( tau, 'Environmental Report needed' ), +( X( tau, 'Activities for regular procedure' ), ->( X( tau, ->( X( tau, 'Phased application' ), 'Create procedure confirmation', 'Announce', 'Create subcases completeness' ) ), +( X( tau, 'Start WABOprocedure' ), ->( X( tau, 'Send procedure confirmation' ), X( tau, ->( 'Process subcases completeness', 'Subcases completeness done' ) ), X( ->( 'WAW permit element', 'Standard procedure enforced' ), 'Update procedure' ), 'Fulfill request', 'Period for supplying missing data', X( tau, ->( 'Create letter to request missing data', 'View field phased application' ) ) ) ) ) ) ) ) ) ) ), X( tau, 'Record senddate retrieve missing data' ), X( tau, 'Fetch missing data' ), X( tau, 'Extend procedure period', 'Phase requested more information' ) ), tau ), X( tau, ->( 'Competent authority action', 'Generate terminate request message' ), ->( 'Creating extension term decision procedure', 'Record number of days extension period', 'Extension term for decision procedure', 'log objection term', 'Copy decision for extension procedure to stakeholders', 'Log termination decision date' ) ) ) ) ) ), X( tau, ->( X( tau, 'View publication date field' ), 'Procedure phase terminated prematurely', X( tau, 'Phase case processed' ), 'Phase procedure terminated', X( tau, ->( 'Register date publication', 'Close the file' ) ), +( 'Message to terminate request', 'Halt all running subcases 2b' ) ) ) ) ), X( tau, ->( 'Draft termination decision on request', 'Enact termination decision on request' ), ->( 'Gain additional information', 'Register receipt of additional data', 'Resume completeness of subcases' ), ->( X( tau, 'Phase case archived' ), 'Log senddate for termination request', 'Document deadline' ), ->( 'Decision date before final decision', 'log decision date of no permit required', 'generate no permit required decision', 'no permit needed for phase activity', *( 'record senddate letter no permit required', 'draft a notice indicating no permit is required' ) ) ) )")
('BPIC15_3_rev/process_tree_case_size_betwee_20_and_22_noise_40.svg', "->( +( 'Period application received', ->( +( 'Record submission date request', X( tau, 'Document date termination request received' ), ->( +( X( tau, 'Applicant is involved' ), ->( +( X( tau, *( 'Log senddate procedure confirmation', tau ) ), ->( 'OLO messaging ongoing', +( X( tau, *( 'Register date of publishing received request', tau ) ), ->( +( 'Log senddate acknowledgement', *( 'Issue confirmation receipt', tau ) ), +( X( tau, 'Direct to the competent authority' ), 'Normal procedure without MER' ), X( tau, ->( 'Send procedure confirmation', X( tau, 'Extend procedure period' ) ) ) ) ) ) ), X( tau, ->( 'Process subcases completeness', 'Subcases completeness done', X( tau, 'WAW permit element' ) ) ) ) ), X( tau, ->( 'Competent authority action', 'Generate terminate request message' ), ->( 'Creating extension term decision procedure', 'Record number of days extension period', 'Extension term for decision procedure', 'log objection term', 'Copy decision for extension procedure to stakeholders', 'Log termination decision date' ) ), X( tau, 'Terminate on request' ), X( tau, ->( X( tau, 'View publication date field' ), 'Procedure phase terminated prematurely', X( tau, 'Phase case processed' ), 'Phase procedure terminated', X( tau, ->( 'Register date publication', 'Close the file' ) ), +( 'Message to terminate request', 'Halt all running subcases 2b' ) ) ) ) ), X( tau, ->( 'Environmental Report needed', 'Activities for regular procedure' ) ), X( 'Standard procedure enforced', ->( X( tau, ->( 'Phased application', 'Create procedure confirmation', 'Announce', 'Create subcases completeness' ) ), 'Update procedure' ) ), 'Fulfill request', 'Period for supplying missing data', X( tau, 'Create letter to request missing data' ), X( tau, +( 'Start WABOprocedure', X( tau, 'View field phased application' ) ) ) ) ), X( tau, 'Create publication report' ), X( tau, 'Record senddate retrieve missing data' ), X( tau, ->( 'Fetch missing data', 'Phase requested more information' ) ), X( tau, ->( 'Draft termination decision on request', 'Enact termination decision on request' ), ->( 'Gain additional information', 'Register receipt of additional data', 'Resume completeness of subcases' ), ->( X( tau, 'Phase case archived' ), 'Log senddate for termination request', 'Document deadline' ), ->( 'Decision date before final decision', 'log decision date of no permit required', 'generate no permit required decision', 'no permit needed for phase activity', *( 'record senddate letter no permit required', 'draft a notice indicating no permit is required' ) ) ) )")
('BPIC15_3_rev/process_tree_case_size_betwee_20_and_22_noise_50.svg', "->( +( 'Record submission date request', X( tau, 'Document date termination request received' ), 'Period application received', ->( +( X( tau, 'Extend procedure period' ), ->( +( X( tau, *( 'Log senddate procedure confirmation', tau ) ), ->( 'OLO messaging ongoing', +( X( tau, 'Terminate on request' ), ->( *( ->( X( tau, 'Register date of publishing received request', 'Reception through OLO system' ), +( X( tau, 'Applicant is involved' ), ->( *( 'Issue confirmation receipt', tau ), 'Log senddate acknowledgement', X( tau, ->( 'Document date decision procedure term extension', 'Document senddate decision procedure term extension' ) ), +( 'Direct to the competent authority', ->( X( tau, ->( *( 'No permit necessary or only notification needed', tau ), X( 'create no permit necessary decision', 'Inform BAG administrator' ) ) ), +( 'Normal procedure without MER', ->( X( tau, 'Environmental Report needed' ), +( X( tau, 'Activities for regular procedure' ), ->( X( tau, ->( 'Phased application', 'Create procedure confirmation', 'Announce', 'Create subcases completeness' ) ), *( X( 'Send procedure confirmation', ->( X( 'Process subcases completeness', 'Update procedure' ), X( 'Subcases completeness done', 'View field phased application', ->( X( tau, ->( 'WAW permit element', 'Standard procedure enforced' ) ), 'Fulfill request', 'Period for supplying missing data', X( ->( X( tau, 'Create letter to request missing data' ), 'Start WABOprocedure' ), ->( X( tau, 'Create publication report' ), 'Record senddate retrieve missing data' ) ), X( tau, 'Fetch missing data' ) ) ) ) ), tau ) ) ) ) ) ) ) ) ), X( tau, 'Phase requested more information' ) ), tau ), X( tau, ->( 'Competent authority action', 'Generate terminate request message' ), ->( 'Creating extension term decision procedure', 'Record number of days extension period', 'Extension term for decision procedure', 'log objection term', 'Copy decision for extension procedure to stakeholders', 'Log termination decision date' ) ) ) ) ) ), X( tau, ->( 'Period application receptive', 'Send letter in progress', 'Pause term' ) ) ) ), X( tau, ->( 'View publication date field', 'Procedure phase terminated prematurely', 'Phase case processed', 'Phase procedure terminated', 'Register date publication', 'Close the file', +( 'Message to terminate request', 'Halt all running subcases 2b' ) ) ) ) ), X( tau, ->( 'Draft termination decision on request', 'Enact termination decision on request' ), ->( 'Gain additional information', 'Register receipt of additional data', 'Resume completeness of subcases' ), ->( 'Phase case archived', 'Log senddate for termination request', 'Document deadline' ), ->( 'Decision date before final decision', 'log decision date of no permit required', 'generate no permit required decision', 'no permit needed for phase activity', *( 'record senddate letter no permit required', 'draft a notice indicating no permit is required' ) ) ) )")
('BPIC15_3_rev/process_tree_case_size_betwee_20_and_22_noise_60.svg', "->( +( 'Record submission date request', X( tau, 'Document date termination request received' ), 'Period application received', ->( +( X( tau, 'Extend procedure period' ), ->( +( *( 'Log senddate procedure confirmation', tau ), ->( 'OLO messaging ongoing', +( X( tau, 'Terminate on request' ), ->( *( ->( X( tau, 'Register date of publishing received request', 'Reception through OLO system' ), +( X( tau, 'Applicant is involved' ), ->( *( 'Issue confirmation receipt', tau ), 'Log senddate acknowledgement', X( tau, ->( 'Document date decision procedure term extension', 'Document senddate decision procedure term extension' ) ), +( 'Direct to the competent authority', ->( X( tau, ->( *( 'No permit necessary or only notification needed', tau ), X( 'create no permit necessary decision', 'Inform BAG administrator' ) ) ), +( 'Normal procedure without MER', ->( X( tau, 'Environmental Report needed' ), +( X( tau, 'Activities for regular procedure' ), ->( X( tau, ->( 'Phased application', 'Create procedure confirmation', 'Announce', 'Create subcases completeness' ) ), *( X( 'Send procedure confirmation', ->( X( 'Process subcases completeness', 'Update procedure' ), X( 'Subcases completeness done', 'View field phased application', ->( X( tau, ->( 'WAW permit element', 'Standard procedure enforced' ) ), 'Fulfill request', 'Period for supplying missing data', X( ->( 'Create letter to request missing data', 'Start WABOprocedure' ), ->( X( tau, 'Create publication report' ), 'Record senddate retrieve missing data' ) ), X( tau, 'Fetch missing data' ) ) ) ) ), tau ) ) ) ) ) ) ) ) ), X( tau, 'Phase requested more information' ) ), tau ), X( tau, ->( 'Competent authority action', 'Generate terminate request message' ), ->( 'Creating extension term decision procedure', 'Record number of days extension period', 'Extension term for decision procedure', 'log objection term', 'Copy decision for extension procedure to stakeholders', 'Log termination decision date' ) ) ) ) ) ), X( tau, ->( 'Period application receptive', 'Send letter in progress', 'Pause term' ) ) ) ), X( tau, ->( 'View publication date field', 'Procedure phase terminated prematurely', 'Phase case processed', 'Phase procedure terminated', 'Register date publication', 'Close the file', +( 'Message to terminate request', 'Halt all running subcases 2b' ) ) ) ) ), X( tau, ->( 'Draft termination decision on request', 'Enact termination decision on request' ), ->( 'Gain additional information', 'Register receipt of additional data', 'Resume completeness of subcases' ), ->( 'Phase case archived', 'Log senddate for termination request', 'Document deadline' ), ->( 'Decision date before final decision', 'log decision date of no permit required', 'generate no permit required decision', 'no permit needed for phase activity', *( 'record senddate letter no permit required', 'draft a notice indicating no permit is required' ) ) ) )")
('BPIC15_3_rev/process_tree_case_size_betwee_20_and_22_noise_70.svg', "->( +( 'Record submission date request', X( tau, 'Document date termination request received' ), 'Period application received', ->( +( X( tau, 'Extend procedure period' ), ->( +( *( 'Log senddate procedure confirmation', tau ), ->( 'OLO messaging ongoing', +( 'Terminate on request', ->( *( ->( X( tau, 'Register date of publishing received request', 'Reception through OLO system' ), +( 'Applicant is involved', ->( *( 'Issue confirmation receipt', tau ), 'Log senddate acknowledgement', X( tau, ->( 'Document date decision procedure term extension', 'Document senddate decision procedure term extension' ) ), +( 'Direct to the competent authority', ->( X( tau, ->( *( 'No permit necessary or only notification needed', tau ), X( 'create no permit necessary decision', 'Inform BAG administrator' ) ) ), +( 'Normal procedure without MER', ->( X( tau, 'Environmental Report needed' ), +( 'Activities for regular procedure', ->( 'Phased application', 'Create procedure confirmation', 'Announce', 'Create subcases completeness', *( X( 'Send procedure confirmation', ->( X( 'Process subcases completeness', 'Update procedure' ), X( 'Subcases completeness done', 'View field phased application', ->( X( tau, ->( 'WAW permit element', 'Standard procedure enforced' ) ), 'Fulfill request', 'Period for supplying missing data', X( ->( 'Create letter to request missing data', 'Start WABOprocedure' ), ->( X( tau, 'Create publication report' ), 'Record senddate retrieve missing data' ) ), 'Fetch missing data' ) ) ) ), tau ) ) ) ) ) ) ) ) ), X( tau, 'Phase requested more information' ) ), tau ), X( tau, ->( 'Competent authority action', 'Generate terminate request message' ), ->( 'Creating extension term decision procedure', 'Record number of days extension period', 'Extension term for decision procedure', 'log objection term', 'Copy decision for extension procedure to stakeholders', 'Log termination decision date' ) ) ) ) ) ), X( tau, ->( 'Period application receptive', 'Send letter in progress', 'Pause term' ) ) ) ), X( tau, ->( 'View publication date field', 'Procedure phase terminated prematurely', 'Phase case processed', 'Phase procedure terminated', 'Register date publication', 'Close the file', +( 'Message to terminate request', 'Halt all running subcases 2b' ) ) ) ) ), X( ->( 'Draft termination decision on request', 'Enact termination decision on request' ), ->( 'Gain additional information', 'Register receipt of additional data', 'Resume completeness of subcases' ), ->( 'Phase case archived', 'Log senddate for termination request', 'Document deadline' ), ->( 'Decision date before final decision', 'log decision date of no permit required', 'generate no permit required decision', 'no permit needed for phase activity', *( 'record senddate letter no permit required', 'draft a notice indicating no permit is required' ) ) ) )")
('BPIC15_3_rev/process_tree_case_size_betwee_20_and_22_noise_80.svg', "->( +( 'Record submission date request', 'Document date termination request received', 'Period application received', ->( +( 'Extend procedure period', ->( +( *( 'Log senddate procedure confirmation', tau ), ->( 'OLO messaging ongoing', +( 'Terminate on request', ->( *( ->( X( 'Register date of publishing received request', 'Reception through OLO system' ), +( 'Applicant is involved', ->( *( 'Issue confirmation receipt', tau ), 'Log senddate acknowledgement', X( tau, ->( 'Document date decision procedure term extension', 'Document senddate decision procedure term extension' ) ), +( 'Direct to the competent authority', ->( X( tau, ->( *( 'No permit necessary or only notification needed', tau ), X( 'create no permit necessary decision', 'Inform BAG administrator' ) ) ), +( 'Normal procedure without MER', ->( 'Environmental Report needed', +( 'Activities for regular procedure', ->( 'Phased application', 'Create procedure confirmation', 'Announce', 'Create subcases completeness', *( X( 'Send procedure confirmation', ->( X( 'Process subcases completeness', 'Update procedure' ), X( 'Subcases completeness done', 'View field phased application', ->( X( tau, ->( 'WAW permit element', 'Standard procedure enforced' ) ), 'Fulfill request', 'Period for supplying missing data', X( ->( 'Create letter to request missing data', 'Start WABOprocedure' ), ->( X( tau, 'Create publication report' ), 'Record senddate retrieve missing data' ) ), 'Fetch missing data' ) ) ) ), tau ) ) ) ) ) ) ) ) ), X( tau, 'Phase requested more information' ) ), tau ), X( ->( 'Competent authority action', 'Generate terminate request message' ), ->( 'Creating extension term decision procedure', 'Record number of days extension period', 'Extension term for decision procedure', 'log objection term', 'Copy decision for extension procedure to stakeholders', 'Log termination decision date' ) ) ) ) ) ), X( tau, ->( 'Period application receptive', 'Send letter in progress', 'Pause term' ) ) ) ), X( tau, ->( 'View publication date field', 'Procedure phase terminated prematurely', 'Phase case processed', 'Phase procedure terminated', 'Register date publication', 'Close the file', +( 'Message to terminate request', 'Halt all running subcases 2b' ) ) ) ) ), X( ->( 'Draft termination decision on request', 'Enact termination decision on request' ), ->( 'Gain additional information', 'Register receipt of additional data', 'Resume completeness of subcases' ), ->( 'Phase case archived', 'Log senddate for termination request', 'Document deadline' ), ->( 'Decision date before final decision', 'log decision date of no permit required', 'generate no permit required decision', 'no permit needed for phase activity', *( 'record senddate letter no permit required', 'draft a notice indicating no permit is required' ) ) ) )")
('BPIC15_3_rev/process_tree_case_size_betwee_20_and_22_noise_90.svg', "->( +( 'Record submission date request', 'Document date termination request received', 'Period application received', ->( +( 'Extend procedure period', ->( +( *( 'Log senddate procedure confirmation', tau ), ->( 'OLO messaging ongoing', +( 'Terminate on request', ->( *( ->( X( 'Register date of publishing received request', 'Reception through OLO system' ), +( 'Applicant is involved', ->( *( 'Issue confirmation receipt', tau ), 'Log senddate acknowledgement', X( tau, ->( 'Document date decision procedure term extension', 'Document senddate decision procedure term extension' ) ), +( 'Direct to the competent authority', ->( *( 'No permit necessary or only notification needed', tau ), X( 'create no permit necessary decision', 'Inform BAG administrator' ), +( 'Normal procedure without MER', ->( 'Environmental Report needed', +( 'Activities for regular procedure', ->( 'Phased application', 'Create procedure confirmation', 'Announce', 'Create subcases completeness', *( X( 'Send procedure confirmation', ->( X( 'Process subcases completeness', 'Update procedure' ), X( 'Subcases completeness done', 'View field phased application', ->( 'WAW permit element', 'Standard procedure enforced', 'Fulfill request', 'Period for supplying missing data', X( ->( 'Create letter to request missing data', 'Start WABOprocedure' ), ->( 'Create publication report', 'Record senddate retrieve missing data' ) ), 'Fetch missing data' ) ) ) ), tau ) ) ) ) ) ) ) ) ), 'Phase requested more information' ), tau ), X( ->( 'Competent authority action', 'Generate terminate request message' ), ->( 'Creating extension term decision procedure', 'Record number of days extension period', 'Extension term for decision procedure', 'log objection term', 'Copy decision for extension procedure to stakeholders', 'Log termination decision date' ) ) ) ) ) ), X( tau, ->( 'Period application receptive', 'Send letter in progress', 'Pause term' ) ) ) ), 'View publication date field', 'Procedure phase terminated prematurely', 'Phase case processed', 'Phase procedure terminated', 'Register date publication', 'Close the file', +( 'Message to terminate request', 'Halt all running subcases 2b' ) ) ), X( ->( 'Draft termination decision on request', 'Enact termination decision on request' ), ->( 'Gain additional information', 'Register receipt of additional data', 'Resume completeness of subcases' ), ->( 'Phase case archived', 'Log senddate for termination request', 'Document deadline' ), ->( 'Decision date before final decision', 'log decision date of no permit required', 'generate no permit required decision', 'no permit needed for phase activity', *( 'record senddate letter no permit required', 'draft a notice indicating no permit is required' ) ) ) )")
('BPIC15_3_rev/process_tree_case_size_betwee_21_and_22_noise_10.svg', "->( 'Record submission date request', +( X( tau, 'Document date termination request received' ), 'Period application received', ->( +( X( tau, 'Extend procedure period' ), ->( +( X( tau, 'Log senddate acknowledgement' ), ->( X( tau, 'Reception through OLO system' ), +( *( 'Issue confirmation receipt', tau ), ->( X( tau, 'No permit necessary or only notification needed' ), +( X( tau, *( 'Log senddate procedure confirmation', tau ) ), ->( X( tau, 'OLO messaging ongoing', ->( 'Document date decision procedure term extension', 'Document senddate decision procedure term extension' ) ), +( X( tau, 'Record senddate retrieve missing data' ), ->( +( X( tau, 'Fetch missing data' ), ->( +( X( tau, 'Terminate on request' ), ->( X( tau, 'Applicant is involved' ), X( tau, ->( +( 'Direct to the competent authority', ->( X( tau, 'Inform BAG administrator' ), 'Normal procedure without MER', X( tau, 'Environmental Report needed' ), +( X( tau, 'Activities for regular procedure' ), ->( X( tau, ->( X( tau, 'Phased application' ), 'Create procedure confirmation', X( tau, 'Announce' ), 'Create subcases completeness' ) ), +( X( tau, 'Start WABOprocedure' ), ->( X( tau, 'Send procedure confirmation' ), X( tau, +( X( tau, *( 'Register date of publishing received request', tau ) ), 'Fulfill request', ->( X( tau, 'Process subcases completeness' ), +( X( tau, 'Period for supplying missing data' ), ->( +( X( tau, 'Subcases completeness done' ), X( tau, 'Create letter to request missing data' ), X( tau, 'Update procedure' ) ), X( tau, ->( 'WAW permit element', 'Standard procedure enforced' ) ) ) ) ) ) ) ) ) ) ) ) ), X( tau, ->( 'Creating extension term decision procedure', 'Record number of days extension period', 'Extension term for decision procedure', 'log objection term', 'Copy decision for extension procedure to stakeholders', 'Log termination decision date' ) ) ) ) ) ), X( tau, 'View field phased application', 'Create publication report' ) ) ), X( tau, 'Phase requested more information' ) ) ) ) ) ) ) ) ), X( tau, ->( 'Period application receptive', 'Send letter in progress', 'Pause term' ) ) ) ), X( tau, 'Competent authority action' ) ) ), X( tau, ->( 'Draft termination decision on request', 'Enact termination decision on request' ), ->( 'Gain additional information', 'Register receipt of additional data', 'Resume completeness of subcases' ), ->( 'Generate terminate request message', 'View publication date field', 'Procedure phase terminated prematurely', 'Phase case processed', 'Phase procedure terminated', 'Register date publication', 'Close the file', 'Halt all running subcases 2b', 'Message to terminate request', 'Phase case archived', 'Log senddate for termination request', 'Document deadline' ) ) )")
('BPIC15_3_rev/process_tree_case_size_betwee_21_and_22_noise_20.svg', "->( 'Record submission date request', +( X( tau, 'Document date termination request received' ), 'Period application received', ->( +( 'Log senddate acknowledgement', ->( X( tau, 'Reception through OLO system' ), +( X( tau, *( 'Log senddate procedure confirmation', tau ) ), ->( X( tau, 'OLO messaging ongoing' ), +( *( 'Issue confirmation receipt', tau ), ->( X( tau, ->( 'Document date decision procedure term extension', 'Document senddate decision procedure term extension' ) ), +( X( tau, 'Record senddate retrieve missing data' ), ->( +( X( tau, 'Fetch missing data' ), ->( +( X( tau, 'Terminate on request' ), ->( X( tau, 'Applicant is involved' ), +( 'Direct to the competent authority', ->( X( tau, 'Inform BAG administrator' ), 'Normal procedure without MER', X( tau, 'Environmental Report needed' ), +( X( tau, 'Activities for regular procedure' ), ->( X( tau, ->( X( tau, 'Phased application' ), 'Create procedure confirmation', X( tau, 'Announce' ), 'Create subcases completeness' ) ), +( X( tau, 'Start WABOprocedure' ), ->( X( tau, 'Send procedure confirmation' ), X( tau, 'Extend procedure period' ), +( X( tau, *( 'Register date of publishing received request', tau ) ), 'Fulfill request', ->( X( tau, 'Process subcases completeness' ), +( 'Period for supplying missing data', ->( +( X( tau, 'Subcases completeness done' ), X( tau, 'Create letter to request missing data' ), X( tau, 'Update procedure' ) ), X( tau, ->( 'WAW permit element', 'Standard procedure enforced' ) ) ) ) ) ) ) ) ) ) ) ), X( tau, ->( 'Creating extension term decision procedure', 'Record number of days extension period', 'Extension term for decision procedure', 'log objection term', 'Copy decision for extension procedure to stakeholders', 'Log termination decision date' ) ) ) ), X( tau, 'View field phased application', 'Create publication report' ) ) ), X( tau, 'Phase requested more information' ) ) ) ) ) ) ) ) ), X( tau, 'Competent authority action' ) ) ), X( tau, ->( 'Draft termination decision on request', 'Enact termination decision on request' ), ->( 'Gain additional information', 'Register receipt of additional data', 'Resume completeness of subcases' ), ->( 'Generate terminate request message', 'View publication date field', 'Procedure phase terminated prematurely', 'Phase case processed', 'Phase procedure terminated', 'Register date publication', 'Close the file', 'Halt all running subcases 2b', 'Message to terminate request', 'Phase case archived', 'Log senddate for termination request', 'Document deadline' ) ) )")
('BPIC15_3_rev/process_tree_case_size_betwee_21_and_22_noise_30.svg', "->( 'Record submission date request', +( X( tau, 'Document date termination request received' ), 'Period application received', ->( +( 'Log senddate acknowledgement', ->( X( tau, 'Reception through OLO system' ), +( X( tau, *( 'Log senddate procedure confirmation', tau ) ), ->( X( tau, 'OLO messaging ongoing' ), X( tau, ->( 'Document date decision procedure term extension', 'Document senddate decision procedure term extension' ) ), +( X( tau, 'Terminate on request' ), ->( +( *( 'Issue confirmation receipt', tau ), ->( X( tau, 'Applicant is involved' ), +( 'Direct to the competent authority', ->( X( tau, 'Inform BAG administrator' ), +( 'Normal procedure without MER', ->( X( tau, 'Environmental Report needed' ), +( X( tau, 'Activities for regular procedure' ), ->( X( tau, ->( X( tau, 'Phased application' ), 'Create procedure confirmation', X( tau, 'Announce' ), 'Create subcases completeness' ) ), +( X( tau, 'Record senddate retrieve missing data' ), ->( +( 'Fetch missing data', ->( +( X( tau, 'Start WABOprocedure' ), ->( X( tau, 'Send procedure confirmation' ), X( tau, 'Extend procedure period' ), +( X( tau, *( 'Register date of publishing received request', tau ) ), 'Fulfill request', ->( 'Process subcases completeness', +( 'Period for supplying missing data', ->( +( X( tau, 'Subcases completeness done' ), X( tau, 'Create letter to request missing data' ), X( tau, 'Update procedure' ) ), X( tau, ->( 'WAW permit element', 'Standard procedure enforced' ) ) ) ) ) ) ) ), X( tau, 'View field phased application', 'Create publication report' ) ) ), X( tau, 'Phase requested more information' ) ) ) ) ) ) ) ) ) ) ), X( tau, ->( 'Creating extension term decision procedure', 'Record number of days extension period', 'Extension term for decision procedure', 'log objection term', 'Copy decision for extension procedure to stakeholders', 'Log termination decision date' ) ) ) ) ) ) ) ), X( tau, 'Competent authority action' ) ) ), X( tau, ->( 'Draft termination decision on request', 'Enact termination decision on request' ), ->( 'Gain additional information', 'Register receipt of additional data', 'Resume completeness of subcases' ), ->( 'Generate terminate request message', 'View publication date field', 'Procedure phase terminated prematurely', 'Phase case processed', 'Phase procedure terminated', 'Register date publication', 'Close the file', 'Halt all running subcases 2b', 'Message to terminate request', 'Phase case archived', 'Log senddate for termination request', 'Document deadline' ) ) )")
('BPIC15_3_rev/process_tree_case_size_betwee_21_and_22_noise_40.svg', "->( 'Record submission date request', +( X( tau, 'Document date termination request received' ), 'Period application received', ->( +( 'Log senddate acknowledgement', ->( X( tau, 'Reception through OLO system' ), +( X( tau, *( 'Log senddate procedure confirmation', tau ) ), ->( 'OLO messaging ongoing', X( tau, ->( 'Document date decision procedure term extension', 'Document senddate decision procedure term extension' ) ), +( X( tau, 'Terminate on request' ), ->( +( *( 'Issue confirmation receipt', tau ), ->( X( tau, 'Applicant is involved' ), +( 'Direct to the competent authority', 'Normal procedure without MER', ->( X( tau, 'Environmental Report needed' ), X( tau, ->( 'Activities for regular procedure', 'Phased application', 'Create procedure confirmation', 'Announce', 'Create subcases completeness' ) ), +( 'Record senddate retrieve missing data', ->( +( X( tau, 'Start WABOprocedure' ), ->( 'Send procedure confirmation', X( tau, ->( 'Extend procedure period', X( tau, 'Register date of publishing received request' ) ) ), 'Process subcases completeness', 'Subcases completeness done', 'Update procedure', 'Fulfill request', 'Period for supplying missing data', X( tau, 'Create letter to request missing data' ) ) ), X( tau, 'View field phased application' ), 'Fetch missing data', X( tau, 'Phase requested more information' ) ) ) ) ) ) ), X( tau, ->( 'Creating extension term decision procedure', 'Record number of days extension period', 'Extension term for decision procedure', 'log objection term', 'Copy decision for extension procedure to stakeholders', 'Log termination decision date' ) ) ) ) ) ) ) ), X( tau, 'Competent authority action' ) ) ), X( tau, ->( 'Draft termination decision on request', 'Enact termination decision on request' ), ->( 'Gain additional information', 'Register receipt of additional data', 'Resume completeness of subcases' ), ->( 'Generate terminate request message', 'View publication date field', 'Procedure phase terminated prematurely', 'Phase case processed', 'Phase procedure terminated', 'Register date publication', 'Close the file', 'Halt all running subcases 2b', 'Message to terminate request', 'Phase case archived', 'Log senddate for termination request', 'Document deadline' ) ) )")
